0003	20151201170000	20151201193024 
0003 	20151202190006 	20151202210000 
0003 	20151222211343 	20151223012558 
0003 	20131202190006 	20141202210000
0003 	20151203191206 	20151204215900
0001 	20131202190006 	20141202210005
0003 	20131202190006 	20131202210000
0002 	20141222211302 	20151223012558
0003 	20141202190006 	20141202210000
0001 	20131202190006 	20141202210001
0001 	20131202190006 	20141202210002
0001 	20131202190006 	20141202210003
0001 	20131202190006 	20141202210004
0003 	20121202190006 	20121202210000
0001 	20131202190006 	20141202210006
0001 	20111202190006 	20141202210007
0001 	20131202190006 	20141202210008
0001 	20131202190006 	20141202210009
0001 	20121202190006 	20141202210001
0002 	20151222211301 	20151223012558
0003	20150102190006 	20150302210000
0003 	20151202190003 	20151202210005
0002 	20151222211304 	20151223012558
0002 	20151222211300 	20151223012558
0002 	20151222210000 	20151223012558
0002 	20111222210234 	20151223012558
0002 	20151222212356 	20151223012558
0002 	20151222211333 	20151223012558
0002 	20151222211345 	20151223012558
0002 	20151222211322 	20151223012558
0004 	20151211211301 	20151223012558
0004 	20140122211302 	20151223012558
0004 	20151222211304 	20151227012558
0004 	20151222211300 	20151224012558
0004 	20151222210000 	20151225012558
0004 	20111222210234 	20151226012558
0004 	20151222212356 	20151228012558
0004 	20151222211333 	20151230012558
0004 	20151222211345 	20161223012558
0004 	20151222211322 	20151223012501
0005 	20151222211302 	20151223012558 
0005 	20150122211301 	20150123012558 
0005 	20150222211341 	20150223012558 
0005 	20150322211342 	20150323012558
0009 	20150822211308 	20150823012558 
0009 	20150922211309 	20150923012558 
0010 	20151222211302 	20151223012558 
0010 	20150122211301 	20150123012558  
0005 	20150422211344 	20150423012558 
0005 	20150522211333 	20150523012558 
0005 	20150622211306 	20150623012558 
0005 	20150722211307 	20150723012558 
0005 	20150822211308 	20150823012558 
0006 	20150922211309 	20150923012558 
0006 	20151222211302 	20151223012558 
0006 	20150122211301 	20150123012558 
0006 	20150222211341 	20150223012558 
0006 	20150622211306 	20150623012558 
0006 	20150722211307 	20150723012558 
0006 	20150822211308 	20150823012558 
0006 	20150922211309 	20150923012558 
0007 	20151222211302 	20151223012558 
0007 	20150122211301 	20150123012558 
0007 	20150222211341 	20150223012558 
0007 	20150322211342 	20150323012558 
0007 	20150422211344 	20150423012558 
0007 	20150522211333 	20150523012558 
0007 	20150622211306 	20150623012558 
0007 	20150722211307 	20150723012558 
0007 	20150822211308 	20150823012558 
0007 	20150922211309 	20150923012558 
0008 	20151222211302 	20151223012558 
0008 	20150122211301 	20150123012558 
0008 	20150222211341 	20150223012558 
0008 	20150322211342 	20150323012558 
0008 	20150422211344 	20150423012558 
0008 	20150522211333 	20150523012558 
0008 	20150622211306 	20150623012558 
0008 	20150722211307 	20150723012558 
0008 	20150822211308 	20150823012558 
0008 	20150922211309 	20150923012558 
0009 	20151222211302 	20151223012558 
0009 	20150122211301 	20150123012558 
0009 	20150222211341 	20150223012558 
0009 	20150322211342 	20150323012558 
0009 	20150422211344 	20150423012558 
0009 	20150522211333 	20150523012558 
0009 	20150622211306 	20150623012558 
0009 	20150722211307 	20150723012558 
0010 	20150222211341 	20150223012558 
0010	20150322211342 	20150323012558 
0010	20150422211344 	20150423012558 
0014 	20150222211341 	20150223012558 
0014 	20150322211342 	20150323012558 
0014 	20150422211344 	20150423012558 
0014 	20150522211333 	20150523012558 
0014 	20150622211306 	20150623012558 
0014 	20150722211307 	20150723012558 
0014 	20150822211308 	20150823012558 
0010 	20150522211333 	20150523012558 
0010 	20150622211306 	20150623012558 
0010 	20150722211307 	20150723012558 
0010 	20150822211308 	20150823012558 
0010 	20150922211309 	20150923012558 
0011 	20151222211302 	20151223012558 
0011 	20150122211301 	20150123012558 
0011 	20150222211341 	20150223012558 
0011 	20150322211342 	20150323012558 
0011 	20150422211344 	20150423012558 
0011 	20150522211333 	20150523012558 
0011 	20150622211306 	20150623012558 
0011 	20150722211307 	20150723012558 
0011 	20150822211308 	20150823012558 
0011 	20150922211309 	20150923012558 
0012 	20151222211302 	20151223012558 
0012 	20150122211301 	20150123012558 
0012 	20150222211341 	20150223012558 
0012 	20150322211342 	20150323012558 
0012 	20150422211344 	20150423012558 
0012 	20150522211333 	20150523012558 
0012 	20150622211306 	20150623012558 
0012 	20150722211307 	20150723012558 
0012 	20150822211308 	20150823012558 
0012 	20150922211309 	20150923012558 
0013 	20151222211302 	20151223012558 
0013 	20150122211301 	20150123012558 
0013 	20150222211341 	20150223012558 
0013 	20150322211342 	20150323012558 
0013 	20150422211344 	20150423012558 
0013 	20150522211333 	20150523012558 
0013 	20150622211306 	20150623012558 
0006 	20150322211342 	20150323012558 
0006 	20150422211344 	20150423012558 
0006 	20150522211333 	20150523012558 
0013 	20150722211307 	20150723012558 
0013 	20150822211308 	20150823012558 
0013 	20150922211309 	20150923012558 
0014 	20151222211302 	20151223012558 
0014 	20150122211301 	20150123012558 
0014 	20150922211309 	20150923012558 
0015 	20151222211302 	20151223012558 
0015 	20150122211301 	20150123012558 
0015 	20150222211341 	20150223012558 
0015 	20150322211342 	20150323012558 
0015 	20150422211344 	20150423012558 
0015 	20150522211333 	20150523012558 
0015 	20150622211306 	20150623012558 
0015 	20150722211307 	20150723012558 
0015 	20150822211308 	20150823012558 
0015 	20150922211309 	20150923012558
